D:\Andrew\RhoFW\AVL\temp.dat
   0.9984700      0.1518800E-01
   0.9906578      0.1509506E-01
   0.9797376      0.1518735E-01
   0.9674169      0.1558988E-01
   0.9543151      0.1634187E-01
   0.9408227      0.1743728E-01
   0.9271017      0.1885460E-01
   0.9132124      0.2056889E-01
   0.8991702      0.2255300E-01
   0.8849727      0.2477884E-01
   0.8706079      0.2721530E-01
   0.8560660      0.2982717E-01
   0.8413393      0.3257610E-01
   0.8264287      0.3541671E-01
   0.8114261      0.3828639E-01
   0.7964159      0.4114160E-01
   0.7813899      0.4397823E-01
   0.7663568      0.4679927E-01
   0.7513480      0.4959548E-01
   0.7363533      0.5235888E-01
   0.7213509      0.5509401E-01
   0.7063515      0.5780010E-01
   0.6913616      0.6047254E-01
   0.6763816      0.6310776E-01
   0.6614065      0.6570334E-01
   0.6464419      0.6825789E-01
   0.6315079      0.7076118E-01
   0.6165968      0.7320518E-01
   0.6017067      0.7558622E-01
   0.5868485      0.7789450E-01
   0.5720261      0.8012116E-01
   0.5572459      0.8225391E-01
   0.5425046      0.8428302E-01
   0.5278065      0.8619711E-01
   0.5131478      0.8798512E-01
   0.4985234      0.8963818E-01
   0.4839269      0.9114767E-01
   0.4693542      0.9250817E-01
   0.4548067      0.9371060E-01
   0.4402681      0.9475206E-01
   0.4257474      0.9563000E-01
   0.4112661      0.9633564E-01
   0.3968178      0.9685662E-01
   0.3823700      0.9719144E-01
   0.3679258      0.9734286E-01
   0.3535104      0.9730896E-01
   0.3391446      0.9707996E-01
   0.3248086      0.9664497E-01
   0.3104732      0.9600465E-01
   0.2961466      0.9516155E-01
   0.2818275      0.9411574E-01
   0.2675149      0.9286874E-01
   0.2532101      0.9142376E-01
   0.2389366      0.8978706E-01
   0.2247356      0.8795489E-01
   0.2105983      0.8591606E-01
   0.1965198      0.8366721E-01
   0.1825255      0.8121001E-01
   0.1686563      0.7853741E-01
   0.1548995      0.7563123E-01
   0.1412582      0.7249247E-01
   0.1278253      0.6912727E-01
   0.1146415      0.6551505E-01
   0.1017215      0.6162991E-01
   0.8906746E-01  0.5745443E-01
   0.7673281E-01  0.5300217E-01
   0.6493413E-01  0.4836751E-01
   0.5415283E-01  0.4362263E-01
   0.4411678E-01  0.3846248E-01
   0.3446574E-01  0.3313013E-01
   0.2656905E-01  0.2850807E-01
   0.2049089E-01  0.2440902E-01
   0.1580797E-01  0.2053130E-01
   0.1211740E-01  0.1684557E-01
   0.9149186E-02  0.1352545E-01
   0.6724396E-02  0.1067379E-01
   0.4698663E-02  0.8289166E-02
   0.2979482E-02  0.6285897E-02
   0.1624697E-02  0.4459760E-02
   0.6837279E-03  0.2686362E-02
   0.1422783E-03  0.9475680E-03
  -0.3438216E-04 -0.7097618E-03
   0.1076454E-03 -0.2346775E-02
   0.5749971E-03 -0.4023745E-02
   0.1418353E-02 -0.5689360E-02
   0.2680291E-02 -0.7283943E-02
   0.4348247E-02 -0.8803157E-02
   0.6427574E-02 -0.1027586E-01
   0.8986763E-02 -0.1171920E-01
   0.1213715E-01 -0.1317786E-01
   0.1605893E-01 -0.1471499E-01
   0.2098698E-01 -0.1641813E-01
   0.2712842E-01 -0.1828540E-01
   0.3458275E-01 -0.2012463E-01
   0.4345903E-01 -0.2166076E-01
   0.5432803E-01 -0.2301407E-01
   0.6650028E-01 -0.2440604E-01
   0.7925831E-01 -0.2545532E-01
   0.9289179E-01 -0.2618615E-01
   0.1070722     -0.2673116E-01
   0.1214921     -0.2710323E-01
   0.1360500     -0.2731224E-01
   0.1507193     -0.2736730E-01
   0.1655389     -0.2729225E-01
   0.1804805     -0.2712154E-01
   0.1954636     -0.2687002E-01
   0.2104869     -0.2653776E-01
   0.2255744     -0.2613691E-01
   0.2406998     -0.2568104E-01
   0.2558587     -0.2517441E-01
   0.2710614     -0.2462553E-01
   0.2862998     -0.2404564E-01
   0.3015392     -0.2344000E-01
   0.3167801     -0.2280345E-01
   0.3320651     -0.2213915E-01
   0.3473937     -0.2146310E-01
   0.3627104     -0.2078164E-01
   0.3780141     -0.2008550E-01
   0.3933342     -0.1937429E-01
   0.4086762     -0.1865576E-01
   0.4240327     -0.1793787E-01
   0.4393898     -0.1722166E-01
   0.4547484     -0.1650821E-01
   0.4701075     -0.1579548E-01
   0.4854594     -0.1508291E-01
   0.5007922     -0.1437621E-01
   0.5161189     -0.1368028E-01
   0.5314459     -0.1299321E-01
   0.5467701     -0.1231628E-01
   0.5620961     -0.1164885E-01
   0.5774152     -0.1099133E-01
   0.5927281     -0.1034677E-01
   0.6080434     -0.9714757E-02
   0.6233558     -0.9094618E-02
   0.6386608     -0.8488293E-02
   0.6539576     -0.7897415E-02
   0.6692422     -0.7325181E-02
   0.6845300     -0.6773547E-02
   0.6998252     -0.6238746E-02
   0.7151227     -0.5720815E-02
   0.7304177     -0.5218158E-02
   0.7456907     -0.4735450E-02
   0.7609565     -0.4278518E-02
   0.7762378     -0.3837827E-02
   0.7914318     -0.3406596E-02
   0.8065116     -0.3021971E-02
   0.8213283     -0.2652635E-02
   0.8358469     -0.2137320E-02
   0.8503318     -0.1437422E-02
   0.8647846     -0.5575713E-03
   0.8792356      0.5033988E-03
   0.8936858      0.1741540E-02
   0.9081495      0.3157997E-02
   0.9226547      0.4742965E-02
   0.9371746      0.6478632E-02
   0.9516321      0.8340813E-02
   0.9657932      0.1028130E-01
   0.9790769      0.1220357E-01
   0.9905837      0.1394858E-01
   0.9984700      0.1518800E-01
